asset_id,open_time,open_price,high_price,low_price,close_price,volume
BTC,2026-08-21 17:30:00,6789924.435,6856735.74,6773613.0,6834293.91,2680.17653
BTC,2026-08-21 18:30:00,6834293.91,6876450.0,6747509.04,6838117.995,2022.51306
BTC,2026-08-21 19:30:00,6838118.88,6854171.01,6774917.49,6848544.18,1855.76373
BTC,2026-08-21 20:30:00,6848545.065,6891612.705,6829545.0,6834145.23,1316.36575
BTC,2026-08-21 21:30:00,6834145.23,6864372.405,6795455.685,6857511.885,1368.21973
BTC,2026-08-21 22:30:00,6857511.885,6878407.62,6831310.575,6849252.18,1099.33856
BTC,2026-08-21 23:30:00,6849253.065,6863175.0,6782969.22,6827421.0,1247.39698
BTC,2026-08-22 00:30:00,6827420.115,6846360.0,6801773.7,6817061.19,1151.33799
BTC,2026-08-22 01:30:00,6817061.19,6863085.615,6802425.06,6860536.815,905.49008
BTC,2026-08-22 02:30:00,6860536.815,6962746.35,6848838.0,6947705.775,1351.97974
BTC,2026-08-22 03:30:00,6947704.89,6970320.18,6910239.3,6943722.39,1022.8221
BTC,2026-08-22 04:30:00,6943721.505,6966720.0,6911873.01,6932915.655,821.59664
BTC,2026-08-22 05:30:00,6932915.655,6947250.0,6874978.245,6898867.05,822.10615
BTC,2026-08-22 06:30:00,6898867.05,6923709.0,6886774.41,6887955.885,612.96043
BTC,2026-08-22 07:30:00,6887955.885,6952898.955,6884520.315,6944595.0,965.16893
BTC,2026-08-22 08:30:00,6944595.0,6976291.275,6935922.0,6939371.73,734.8031
BTC,2026-08-22 09:30:00,6939371.73,6975393.0,6921373.485,6944595.0,738.35305
BTC,2026-08-22 10:30:00,6944595.0,6954684.0,6770250.0,6848196.375,3816.352
BTC,2026-08-22 11:30:00,6848196.375,6865136.16,6813184.89,6857518.965,838.31259
BTC,2026-08-22 12:30:00,6857518.965,6873731.28,6833970.0,6840092.43,634.34953
BTC,2026-08-22 13:30:00,6840092.43,6853935.6,6817811.67,6833133.675,870.47609
BTC,2026-08-22 14:30:00,6833133.675,6849461.04,6801335.625,6819986.115,1089.30988
BTC,2026-08-22 15:30:00,6819987.0,6831090.21,6773247.495,6812376.0,1058.83574
BTC,2026-08-22 16:30:00,6812376.885,6832614.18,6794326.425,6826006.77,729.38003
BTC,2026-08-22 17:30:00,6826005.885,6848837.115,6821036.61,6841073.895,529.84412
BTC,2026-08-22 18:30:00,6841073.895,6846539.655,6824766.0,6840042.87,471.5874
BTC,2026-08-22 19:30:00,6840042.87,6841504.89,6808305.0,6814820.37,534.05012
BTC,2026-08-22 20:30:00,6814820.37,6823418.145,6803880.0,6812626.455,465.28762
BTC,2026-08-22 21:30:00,6812626.455,6862994.46,6810637.86,6839988.885,537.52059
BTC,2026-08-22 22:30:00,6839988.885,6847244.115,6820399.41,6839103.885,367.89271
BTC,2026-08-22 23:30:00,6839103.885,6846441.42,6826713.0,6837320.61,246.33381
BTC,2026-08-23 00:30:00,6837321.495,6856063.14,6832777.905,6851515.125,260.41653
BTC,2026-08-23 01:30:00,6851516.01,6855876.405,6837333.0,6842084.565,351.69043
BTC,2026-08-23 02:30:00,6842084.565,6842084.565,6799347.03,6801756.885,472.54194
BTC,2026-08-23 03:30:00,6801756.0,6828258.21,6794322.0,6814301.76,933.98314
BTC,2026-08-23 04:30:00,6814302.645,6825697.905,6805650.0,6821131.305,442.95254
BTC,2026-08-23 05:30:00,6821132.19,6846318.405,6818297.535,6841284.525,422.64795
BTC,2026-08-23 06:30:00,6841284.525,6849900.0,6828483.0,6831340.665,315.9346
BTC,2026-08-23 07:30:00,6831340.665,6835080.675,6815020.38,6821532.21,272.44621
BTC,2026-08-23 08:30:00,6821532.21,6826605.03,6800074.5,6808116.495,542.03792
BTC,2026-08-23 09:30:00,6808116.495,6817737.33,6768218.04,6779277.0,1142.31377
BTC,2026-08-23 10:30:00,6779277.0,6790692.615,6685791.795,6730723.245,2021.52468
BTC,2026-08-23 11:30:00,6730724.13,6757639.635,6714750.765,6734580.075,788.44492
BTC,2026-08-23 12:30:00,6734580.96,6756559.935,6717842.07,6726631.005,498.42122
BTC,2026-08-23 13:30:00,6726630.12,6783948.03,6721759.965,6769054.365,773.49224
BTC,2026-08-23 14:30:00,6769054.365,6782658.585,6767329.5,6774673.23,346.37256
BTC,2026-08-23 15:30:00,6774674.115,6807799.665,6773967.0,6795945.975,533.71157
BTC,2026-08-23 16:30:00,6795945.975,6849900.0,6791927.19,6842025.27,784.82342
BTC,2026-08-23 17:30:00,6842025.27,6842111.115,6812343.255,6832731.0,446.59889
BTC,2026-08-23 18:30:00,6832731.885,6882273.3,6831510.585,6857654.37,955.92825
BTC,2026-08-23 19:30:00,6857654.37,6871191.33,6796977.0,6830961.0,1015.68445
BTC,2026-08-23 20:30:00,6830961.0,6844318.305,6806843.865,6828317.505,562.15936
BTC,2026-08-23 21:30:00,6828318.39,6856537.5,6828317.505,6852544.38,303.2396
BTC,2026-08-23 22:30:00,6852543.495,6853789.575,6827615.7,6830112.285,396.15987
BTC,2026-08-23 23:30:00,6830112.285,6851256.705,6824766.0,6844765.23,670.17194
BTC,2026-08-24 00:30:00,6844766.115,6857603.04,6837155.115,6845121.885,294.93858
BTC,2026-08-24 01:30:00,6845121.0,6855210.0,6832202.655,6850041.6,169.97755
BTC,2026-08-24 02:30:00,6850040.715,6907677.225,6850040.715,6888240.855,861.63202
BTC,2026-08-24 03:30:00,6888240.855,6901141.5,6864061.77,6867500.88,587.36494
BTC,2026-08-24 04:30:00,6867499.995,6887928.45,6840184.47,6879459.0,661.20534
BTC,2026-08-24 05:30:00,6879459.0,6880167.0,6827142.225,6874635.75,630.62998
BTC,2026-08-24 06:30:00,6874636.635,6877979.28,6807243.0,6807605.85,853.47221
BTC,2026-08-24 07:30:00,6807606.735,6862739.58,6804199.485,6856864.065,732.4439
BTC,2026-08-24 08:30:00,6856864.95,6861614.745,6808570.5,6808572.27,1447.49069
BTC,2026-08-24 09:30:00,6808572.27,6836370.12,6785295.885,6805423.44,1191.36747
BTC,2026-08-24 10:30:00,6805423.44,6834583.305,6800580.72,6827721.9,884.51745
BTC,2026-08-24 11:30:00,6827721.015,6860970.465,6820783.5,6855593.205,745.9839
BTC,2026-08-24 12:30:00,6855593.205,6884431.815,6839428.68,6841682.775,681.33125
BTC,2026-08-24 13:30:00,6841681.89,6851216.88,6800163.0,6818170.095,921.46444
BTC,2026-08-24 14:30:00,6818169.21,6867847.8,6816978.0,6863536.08,523.00977
BTC,2026-08-24 15:30:00,6863536.08,6904504.5,6861766.965,6869123.97,1113.08488
BTC,2026-08-24 16:30:00,6869124.855,6956100.0,6854325.0,6942263.025,1324.46087
BTC,2026-08-24 17:30:00,6942263.025,7020393.48,6901407.0,7005659.115,1858.84351
BTC,2026-08-24 18:30:00,7005658.23,7031325.0,6889893.15,6955922.115,3300.58408
BTC,2026-08-24 19:30:00,6955922.115,7065939.12,6955922.115,7036716.42,3230.14333
BTC,2026-08-24 20:30:00,7036717.305,7080000.0,6975993.03,7000350.885,3666.17565
BTC,2026-08-24 21:30:00,7000350.885,7069191.495,6982747.35,6995712.6,1877.28842
BTC,2026-08-24 22:30:00,6995713.485,7009023.0,6944471.985,6970360.89,1637.93002
BTC,2026-08-24 23:30:00,6970360.89,6998953.47,6966543.885,6985158.975,783.83103
BTC,2026-08-25 00:30:00,6985158.975,7001980.17,6956100.0,6970083.0,1063.06502
BTC,2026-08-25 01:30:00,6970082.115,6991146.0,6952560.0,6985511.205,421.20967
BTC,2026-08-25 02:30:00,6985511.205,6995871.9,6978528.555,6990104.355,302.47665
BTC,2026-08-25 03:30:00,6990104.355,6990438.0,6964242.0,6968490.0,351.77026
BTC,2026-08-25 04:30:00,6968490.0,6993071.76,6958058.505,6990858.375,636.71946
BTC,2026-08-25 05:30:00,6990859.26,7070088.0,6966333.255,7056989.115,1133.49463
BTC,2026-08-25 06:30:00,7056989.115,7078708.785,7033803.0,7064778.0,1067.23419
BTC,2026-08-25 07:30:00,7064778.0,7192626.87,7057167.0,7137492.255,3314.90532
BTC,2026-08-25 08:30:00,7137491.37,7164606.0,7107816.435,7123188.885,1359.49076
BTC,2026-08-25 09:30:00,7123188.885,7133808.0,7093275.0,7112190.105,898.81211
BTC,2026-08-25 10:30:00,7112190.99,7152705.405,7108497.0,7144773.15,994.03992
BTC,2026-08-25 11:30:00,7144773.15,7161746.565,7117170.0,7130806.965,745.39881
BTC,2026-08-25 12:30:00,7130806.965,7152540.795,7024171.545,7053962.415,1307.68383
BTC,2026-08-25 13:30:00,7053962.415,7102036.5,7046547.0,7073873.145,788.31559
BTC,2026-08-25 14:30:00,7073872.26,7076283.0,6981588.0,7008067.2,1475.2851
BTC,2026-08-25 15:30:00,7008067.2,7034334.885,6990792.0,7018902.255,836.94668
BTC,2026-08-25 16:30:00,7018902.255,7032527.715,6995409.93,7001942.115,617.29432
BTC,2026-08-25 17:30:00,7001943.0,7006711.38,6959640.0,6989730.0,1007.3407
BTC,2026-08-25 18:30:00,6989730.885,7011147.0,6913685.49,6960347.115,1734.1222
BTC,2026-08-25 19:30:00,6960348.0,7025744.19,6950042.175,7012385.115,1216.06528
BTC,2026-08-25 20:30:00,7012386.0,7038147.465,6993273.54,7035927.885,794.08262
BTC,2026-08-25 21:30:00,7035927.885,7041388.335,6997493.22,7005307.77,676.1787
BTC,2026-08-25 22:30:00,7005307.77,7014163.08,6969557.31,7012740.885,747.28203
BTC,2026-08-25 23:30:00,7012741.77,7025130.0,6995786.94,7002828.0,469.50082
BTC,2026-08-26 00:30:00,7002828.885,7012170.945,6967458.975,6984946.575,702.86873
BTC,2026-08-26 01:30:00,6984947.46,6989376.0,6917626.395,6921242.505,777.55096
BTC,2026-08-26 02:30:00,6921243.39,6961764.0,6889813.5,6953445.0,840.88883
BTC,2026-08-26 03:30:00,6953444.115,6991500.0,6953444.115,6981721.635,577.33833
BTC,2026-08-26 04:30:00,6981721.635,6989507.865,6938123.88,6950713.89,690.39348
BTC,2026-08-26 05:30:00,6950713.005,6966850.98,6930612.0,6958913.415,680.65038
BTC,2026-08-26 06:30:00,6958905.45,6987960.0,6956745.165,6975139.005,572.39774
BTC,2026-08-26 07:30:00,6975139.005,7013766.6,6969247.56,7001058.0,505.52805
BTC,2026-08-26 08:30:00,7001058.885,7007784.0,6982650.0,6999342.87,453.50631
BTC,2026-08-26 09:30:00,6999341.985,7009200.0,6972975.18,6976101.0,482.93427
BTC,2026-08-26 10:30:00,6976101.0,7004210.37,6959463.0,6999109.23,515.23689
BTC,2026-08-26 11:30:00,6999109.23,7009731.0,6975216.0,6986890.92,459.3577
BTC,2026-08-26 12:30:00,6986890.92,6999996.0,6979729.5,6984912.06,516.24118
BTC,2026-08-26 13:30:00,6984912.945,7002064.245,6956100.0,6965621.715,995.42693
BTC,2026-08-26 14:30:00,6965621.715,6980616.27,6924667.455,6942337.365,553.36821
BTC,2026-08-26 15:30:00,6942338.25,6980857.875,6928761.465,6967379.325,367.28381
BTC,2026-08-26 16:30:00,6967380.21,6972207.0,6931054.5,6946122.51,413.44093
BTC,2026-08-26 17:30:00,6946122.51,6966170.415,6895765.125,6931283.715,1022.94925
BTC,2026-08-26 18:30:00,6931282.83,6952029.0,6895317.315,6942706.41,943.22287
